-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,decor_vine,decor_vine,decor_vine,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,decor_vine,decor_vine,decor_vine,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,decor_vine,decor_vine,decor_vine,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,decor_vine,decor_vine,decor_vine,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_vine_flower,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,decor_vine,decor_vine,decor_vine,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_vine_flower,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,decor_vine,decor_vine,decor_vine,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,decor_vine,decor_vine,decor_vine_flower,-1,decor_vine_flower,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_vine_flower,-1,decor_vine,decor_vine,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_behind_grass,-1,-1,decor_behind_grass,-1,decor_behind_mushroom,-1,-1,goal end,decor_behind_flower,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,decor_vine,decor_vine_flower,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,solid_top_left,solid_top,solid_top,solid_top,solid_top,solid_top,solid_top,solid_top,solid_top,solid_top,solid_top,solid_top,solid_top_right,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,decor_vine,decor_vine,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,solid_left,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid_right,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,decor_vine,decor_vine,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,slope_left_top,solid_top,solid_topleftcorner,solid,solid,solid_2,solid,solid,solid,solid,solid,solid,solid,solid_8,solid_right,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,decor_vine,decor_vine,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,slope_left,solid_slopecornerleft,solid,solid,solid_3,solid,solid,solid,solid,solid,solid,solid_6,solid,solid,solid,solid_right,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,decor_vine,decor_vine_flower,-1,-1,decor_vine_flower,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,slope_left,solid_slopecornerleft,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid_right,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,decor_vine,decor_vine,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1,decor_behind_grass,slope_left,solid_slopecornerleft,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid_right,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,decor_vine,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,solid_top_left,solid_topleftcorner,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid_right,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,decor_vine_flower,decor_vine_flower,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,slope_left,solid_slopecornerleft,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid_2,solid,solid,solid,solid,solid,solid,solid_bottomrightcorner,solid_bottom_right,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,slope_left,solid_slopecornerleft,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid_right,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,decor_behind_grass,-1,-1,-1,-1,slope_left,solid_slopecornerleft,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid_bottomrightcorner,solid_bottom_right,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_vine_flower,-1,-1,-1,-1,slope_left_top,solid_top,solid_top,slope_right_top,decor_behind_grass,decor_behind_flower,slope_left,solid_slopecornerleft,solid,solid,solid,solid,solid_4,solid,solid,solid,solid,solid,solid_6,solid,solid,solid,solid,solid,solid,solid,solid_right,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,slope_left,solid_slopecornerleft,solid,solid,solid_toprightcorner,solid_top,solid_top,solid_topleftcorner,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid_right,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,slope_left,solid_slopecornerleft,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid_right,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_behind_flower,-1,-1,slope_left,solid_slopecornerleft,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid_right,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,slope_left_top,solid_top,solid_top,solid_top,solid_topleftcorner,solid,solid,solid_3,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid_bottomrightcorner,solid_bottom_right,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
