-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,-1,enemy_solid,-1,-1,-1,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,enemy_solid,decor_behind_big_cave,-1,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_big_cave,enemy_solid,-1,-1,-1,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,-1,enemy_solid,-1,-1,-1,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,enemy_solid,decor_behind_big_cave,-1,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_big_cave,enemy_solid,-1,-1,-1,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,-1,enemy_solid,-1,-1,-1,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,enemy_solid,decor_behind_big_cave,-1,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_big_cave,enemy_solid,-1,-1,-1,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,-1,enemy_solid,-1,-1,-1,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,-1,decor_vine_flower,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,enemy_solid,decor_behind_big_cave,-1,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_big_cave,enemy_solid,-1,-1,-1,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,-1,enemy_solid,-1,-1,-1,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,enemy_solid,decor_behind_big_cave,-1,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_big_cave,enemy_solid,-1,-1,-1,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,-1,decor_vine_flower,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
