-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,solid_left,solid,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid,solid_right
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,solid_left,solid,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid,solid_right
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,solid_left,solid,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid,solid_right
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,solid_left,solid,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid,solid_right
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,solid_left,solid,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid,solid_right
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,solid_left,solid,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid,solid_right
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,solid_left,solid,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid,solid_right
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,solid_left,solid,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid,solid_right
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,solid_left,solid,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid,solid_right
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,solid_left,solid,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid_right
