-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,solid_top_bottom_left,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom,solid_top_bottom
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,decor_vine_flower,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,-1,decor_vine_flower,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,-1,decor_vine_flower,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,decor_vine_flower,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,decor_vine_flower,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,decor_vine_flower,-1,-1,-1,decor_vine,-1,-1,-1,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,decor_vine,-1,-1,-1,-1,decor_vine,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,decor_vine_flower,-1,-1,-1,-1,decor_vine_flower,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,decor_vine_flower,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1,decor_vine_flower,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,decor_vine_flower,-1,-1,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,decor_vine_flower,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_behind_flower,-1,-1,-1,-1,-1,decor_vine_flower,-1,decor_behind_flower,-1,-1,-1,-1,-1,-1,decor_vine,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_behind_flower,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,jump_through_platform_left,jump_through_platform,jump_through_platform,jump_through_platform_right,-1,-1,-1,-1,-1,jump_through_platform_left,jump_through_platform,jump_through_platform,jump_through_platform_right,-1,-1,-1,decor_vine_flower,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,solid_top_left,solid_top_right,-1,-1,-1,-1,-1,decor_behind_flower,mouth_stack,-1,-1,-1,-1,decor_behind_flower,enemy_solid,-1,-1,-1,-1,-1,decor_behind_flower,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_behind_flower,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,decor_behind_flower,-1,goal world_2/level_8/level_8,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,solid_top_left,solid_topleftcorner,solid_toprightcorner,solid_top_right,-1,decor_behind_flower,solid_top_left,solid_top,solid_top,solid_top,solid_top,solid_top,solid_top,solid_top,solid_top,solid_top,solid_top,solid_top_right,-1,-1,solid_top_bottom_left,solid_top_bottom_right,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,jump_through_platform_left,jump_through_platform,jump_through_platform,jump_through_platform_right,-1,-1,-1,-1,-1,-1,mouth_stack,-1,decor_behind_flower,-1,solid_top_bottom_left,solid_top_bottom,solid_top_bottom,solid_top_bottom_right,-1,-1,-1
