-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,solid_left,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid_right,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,solid_left,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid_right,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,solid_bottom_left,solid_bottom,solid_bottom,solid_bottom,solid_bottom,solid_bottom,solid_bottom,solid_bottom,solid_bottom,solid_bottom,solid_bottom,solid_bottom,solid_bottom,solid_bottom,solid_bottom,solid_bottom,solid_bottom,solid_bottom,solid_bottom,solid_bottom,solid_bottom,solid_bottom,solid_bottom_right,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,bullet_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,bullet_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,bullet_solid,-1,-1,cyclops_turret,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,bullet_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,bullet_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,bullet_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,bullet_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,bullet_solid,slug_bug,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,bullet_solid,snout_slime,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,enemy_solid,-1,-1,-1,-1,-1,-1,-1,-1,bullet_solid,jump_through_platform_left,jump_through_platform_right,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
