solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark
solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark
solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark
solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark
solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid,solid,solid,solid,solid,solid,solid,solid_5_1,solid_5_2,solid_5_3,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark
solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark
solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid,solid,solid_4,solid,solid_bottomrightcorner,solid_bottom,solid_bottom,solid_bottom,solid_bottom,solid_bottom,solid_bottom,solid_bottom,solid_bottom,solid_bottom,solid_bottom,solid_bottom,solid_bottomleftcorner,solid,solid,solid,solid,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark
solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid,solid,solid,solid,solid_right,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,solid_left,solid_7,solid,solid,solid,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark
solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid,solid,solid,solid,solid_right,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,solid_left,solid,solid,solid,solid,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark
solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid,solid,solid,solid,solid_right,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,decor_behind_cave,solid_left,solid,solid,solid,solid,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark,solid_dark
